id,credit_score,state,gender,age,tenure,balance,no_of_products,credit_card,active,estimated_salary,churn
157641719600,708,New Delhi,Female,43,0,118994.84,1,1,0,181499.77,1
598295834030,705,New Delhi,Male,35,4,136496.12,2,1,0,116672.02,0
945698392894,695,Mumbai,Female,29,9,0.0,2,1,0,111465.45,0
296675826700,507,Bangalore,Male,32,7,0.0,2,1,0,67926.18,0
142032406280,614,Mumbai,Female,34,5,0.0,2,1,0,185561.89,0
571633032941,543,Mumbai,Male,64,4,0.0,2,1,1,148305.82,0
162108697712,562,Mumbai,Male,75,5,87140.85,1,1,1,39351.64,0
668558355609,607,Bangalore,Female,62,8,108004.64,1,1,1,23386.77,1
928930795051,709,Mumbai,Female,41,3,140300.65,2,1,0,71672.86,0
284317188851,634,Mumbai,Male,77,5,0.0,2,1,1,161479.85,0
169248122350,778,Bangalore,Female,47,6,127299.34,2,1,0,124694.99,0
759186302121,633,Bangalore,Male,58,6,98308.51,1,1,1,132034.13,0
236006238205,645,New Delhi,Male,28,7,117466.03,2,1,1,34490.06,0
150043148061,618,Mumbai,Female,35,10,0.0,2,1,0,180439.75,0
101050334567,607,New Delhi,Male,36,10,106702.94,2,0,0,198313.69,0
392546094088,616,Mumbai,Male,37,9,0.0,1,1,0,111312.96,0
602986967209,679,Mumbai,Male,34,7,160514.37,1,1,0,121904.14,0
514457195319,630,New Delhi,Female,51,0,108449.23,3,0,0,88372.69,1
841584262008,646,Mumbai,Female,38,2,0.0,2,0,0,178752.73,0
910264928579,528,New Delhi,Male,32,2,99092.45,1,0,1,111149.98,0
939985822006,776,Mumbai,Male,37,2,0.0,1,0,1,8065.0,0
785158703553,697,New Delhi,Female,74,3,108071.36,2,1,1,16445.79,0
301605948598,639,Mumbai,Male,43,6,99610.92,2,1,0,187296.78,0
750593506155,651,New Delhi,Female,41,4,133432.59,1,0,1,141303.48,0
640647782698,683,Mumbai,Male,25,4,0.0,2,1,0,142698.24,0
899857675506,523,Bangalore,Female,24,5,172231.93,1,0,1,145144.12,0
513999610251,850,Mumbai,Male,61,1,0.0,1,1,0,53067.83,1
181804684080,617,New Delhi,Female,39,5,83348.89,3,1,0,7953.62,1
578250169153,645,New Delhi,Male,47,9,142076.93,1,1,0,121840.2,1
759209607258,692,Mumbai,Female,36,4,0.0,1,1,0,185580.89,1
641277369180,637,Mumbai,Male,41,2,0.0,2,0,1,102514.42,0
399708392022,704,Mumbai,Male,50,4,165438.26,1,1,0,120770.75,1
880435137636,829,New Delhi,Female,27,9,112045.67,1,1,1,119708.21,1
475077161287,591,Bangalore,Female,39,3,0.0,3,1,0,140469.38,1
861212422355,850,Mumbai,Female,35,9,0.0,2,0,0,25329.48,0
757806189419,670,Mumbai,Male,33,1,0.0,2,1,1,86413.11,0
876467073766,691,Mumbai,Male,52,3,0.0,1,1,0,175843.68,1
131403075169,749,Mumbai,Male,42,1,129776.72,2,0,1,143538.51,0
843533752559,585,Bangalore,Female,33,8,0.0,2,1,0,114182.07,0
729524882293,679,Mumbai,Female,24,6,114948.76,2,0,1,135768.25,0
888864454824,687,Bangalore,Male,35,3,0.0,2,1,1,176450.19,0
836716306696,689,Bangalore,Female,31,3,139799.63,1,0,1,120663.57,0
987424403653,546,Bangalore,Female,45,2,0.0,1,0,0,197789.83,1
348989551667,711,Mumbai,Female,34,6,0.0,2,1,1,175310.38,0
492261452440,568,New Delhi,Male,40,1,99282.63,1,0,0,134600.94,1
415315617282,672,Bangalore,Male,43,5,0.0,2,1,1,64514.5,0
718167576213,690,Mumbai,Male,29,5,0.0,2,1,0,108577.97,0
817168584462,560,Mumbai,Female,66,9,0.0,1,1,1,14928.49,0
362735089215,734,Mumbai,Male,22,5,130056.23,1,0,0,121894.31,1
829404273888,767,Bangalore,Male,47,2,0.0,1,1,0,48161.18,1
857920415046,785,Mumbai,Male,28,8,0.0,2,1,0,77231.27,0
164065974192,702,Mumbai,Male,34,4,100054.77,1,1,0,109496.45,0
709460729897,840,New Delhi,Female,51,1,87779.83,1,0,1,36687.11,1
293405962502,666,Bangalore,Female,47,5,0.0,1,0,0,166650.9,1
162477006868,545,Bangalore,Female,74,3,0.0,2,1,1,161326.73,0
880398773013,629,Mumbai,Female,31,6,0.0,1,1,1,16447.6,1
245903027653,689,New Delhi,Male,45,0,130170.82,2,1,0,140856.38,0
766480868012,771,Bangalore,Male,51,5,135506.58,3,1,1,142479.64,1
900521745697,547,Mumbai,Male,43,1,92350.36,1,0,1,80262.91,0
946034757257,681,Bangalore,Male,65,7,134714.7,2,0,1,190419.81,0
560582651484,645,Mumbai,Female,24,3,34547.82,1,1,1,11638.17,0
943685813520,652,Mumbai,Female,51,3,0.0,1,1,0,173989.47,1
536388410730,762,New Delhi,Male,34,4,88814.56,2,1,0,68562.26,1
829329318778,608,New Delhi,Female,40,7,96202.32,1,0,0,161144.85,0
456414236626,598,New Delhi,Male,32,9,123938.6,2,1,0,198894.42,0
724857141252,538,New Delhi,Male,39,7,108055.1,2,1,0,27231.26,0
183573033487,670,Bangalore,Female,29,9,0.0,2,1,0,27359.19,0
142888858127,529,Mumbai,Male,30,2,116295.29,1,1,0,75285.47,0
455985444829,758,New Delhi,Male,68,6,112595.85,1,1,0,35865.44,1
616090362026,687,Mumbai,Female,35,3,99587.43,1,1,1,1713.1,1
144533021723,429,Mumbai,Male,24,4,95741.75,1,1,0,46170.75,0
712713888056,610,New Delhi,Male,36,7,114462.02,1,0,1,42581.04,0
220983474200,619,New Delhi,Female,41,5,92467.58,1,1,0,38270.47,0
877409022244,625,Mumbai,Male,36,9,108546.16,3,1,0,133807.77,1
849978111304,663,Mumbai,Male,39,4,0.0,1,1,0,76884.05,0
279090984612,739,Mumbai,Male,34,9,0.0,1,1,0,60584.33,0
284828304967,695,Bangalore,Female,39,5,0.0,2,0,0,102763.69,0
219089820128,536,Mumbai,Male,32,7,178011.5,2,1,0,22375.14,0
715291865670,691,New Delhi,Female,41,8,109143.96,3,1,1,148848.76,1
188291855906,614,Mumbai,Male,66,7,0.0,2,1,1,74580.8,0
675081838762,448,Mumbai,Female,36,6,83947.12,2,1,0,81999.53,0
661243761905,588,New Delhi,Female,34,10,129417.82,1,1,0,143727.32,0
467845512645,607,New Delhi,Male,38,3,98205.77,1,1,0,176318.27,0
754405568932,605,New Delhi,Female,43,8,125338.8,2,1,0,23970.13,0
385547621604,585,Mumbai,Female,34,1,0.0,1,1,1,75503.6,0
299002306577,413,Mumbai,Male,34,9,0.0,2,0,0,6534.18,0
580980142793,566,New Delhi,Male,54,4,118614.6,2,1,1,172601.62,0
328076513344,639,Bangalore,Male,28,8,0.0,2,1,0,126561.07,0
123495171361,713,New Delhi,Male,45,4,131038.14,1,1,0,74005.04,1
313145085204,530,Bangalore,Female,41,4,0.0,2,0,1,147606.71,0
434757772802,675,Bangalore,Male,32,8,197436.82,1,1,1,52710.7,0
473857378243,572,New Delhi,Female,35,1,139979.07,1,1,0,185662.84,0
670044752806,825,Mumbai,Male,34,9,0.0,2,1,1,31933.06,0
737667822279,458,Bangalore,Female,35,5,166492.48,1,1,0,135287.74,0
285915953400,554,Bangalore,Female,41,4,112142.89,1,0,1,36242.19,0
215805333469,671,New Delhi,Female,31,6,105864.6,2,1,0,145567.34,0
253354744236,467,Mumbai,Male,57,1,0.0,2,1,1,114448.77,0
778112119921,642,Mumbai,Male,35,2,133161.95,1,0,1,122254.86,0
295329388379,485,New Delhi,Female,30,5,146771.68,1,1,1,141148.21,0
996415475441,833,Mumbai,Male,37,8,141226.18,2,1,1,136129.49,0
208398182990,802,New Delhi,Female,41,4,90757.64,2,0,1,169183.66,0
524003861054,810,Mumbai,Male,32,9,120879.73,2,0,1,78896.59,0
963950460312,850,Bangalore,Male,22,3,0.0,1,1,1,144385.54,0
533477195790,838,Bangalore,Female,39,5,166733.92,2,1,0,14279.44,0
835230129665,625,Bangalore,Female,57,7,0.0,1,0,0,84106.17,1
278578724592,587,Mumbai,Male,33,5,100116.82,1,1,0,34214.58,0
761073224281,629,Bangalore,Male,39,5,0.0,2,0,0,116748.14,0
626426073916,610,Mumbai,Female,27,2,0.0,2,1,0,14546.76,0
792329451907,451,Mumbai,Male,33,6,0.0,2,1,0,184954.11,0
504149847381,675,Bangalore,Male,66,5,114654.47,2,1,1,131970.86,0
841350166751,710,New Delhi,Male,34,8,147833.3,2,0,1,1461.58,0
377591193760,711,New Delhi,Female,45,1,97486.14,2,1,0,50610.62,0
533954339709,619,New Delhi,Male,29,4,98955.87,1,0,1,131712.51,0
765429439339,761,Bangalore,Female,34,2,0.0,2,1,0,61251.25,0
223587350615,433,Bangalore,Male,34,9,142806.74,1,1,0,19687.99,0
348826711630,552,Mumbai,Male,29,10,0.0,2,1,0,12186.83,0
955876336922,582,Mumbai,Female,43,5,143313.67,1,0,0,170563.73,0
577291337766,514,Mumbai,Male,26,1,0.0,2,0,0,121451.93,0
604494773621,630,Mumbai,Male,37,6,0.0,2,1,1,82647.65,0
307524397670,762,Bangalore,Female,26,7,123709.46,2,1,1,169654.57,0
427043293482,787,Bangalore,Female,39,7,171646.76,1,0,1,100791.36,0
527332335514,673,Mumbai,Male,32,8,121240.76,1,1,0,116969.73,0
485917823639,445,Mumbai,Male,25,6,0.0,2,1,0,119425.94,0
990974424331,642,Mumbai,Female,40,7,0.0,2,1,0,10712.82,0
885147336937,579,Mumbai,Female,29,10,73194.52,2,1,1,129209.09,0
892245991074,817,Mumbai,Female,37,6,81070.34,2,1,0,80985.88,0
893457553957,670,Mumbai,Female,38,4,119624.54,2,1,1,110472.12,0
646782890788,616,Mumbai,Male,18,6,0.0,2,1,1,27308.58,0
481087075031,514,New Delhi,Male,37,2,90432.92,1,1,1,188366.04,1
416144016641,627,Mumbai,Female,32,1,0.0,1,1,0,106851.7,0
486103728350,659,Mumbai,Female,38,9,0.0,2,1,1,132809.18,0
489709141068,850,Bangalore,Female,45,2,122311.21,1,1,1,19482.5,0
547493758676,404,New Delhi,Female,54,4,125456.07,1,1,0,83714.66,1
968457775740,696,New Delhi,Female,31,8,122021.92,2,1,0,33828.64,0
667600487821,668,New Delhi,Female,32,10,92041.87,1,1,1,43595.9,0
322649207650,716,Mumbai,Female,29,6,0.0,2,1,1,98998.61,0
248409703242,676,Mumbai,Female,34,8,100359.54,1,0,0,46038.28,0
275125222915,546,Bangalore,Male,42,7,139070.51,1,1,1,86945.0,0
221231510157,575,Bangalore,Female,37,9,133292.45,1,1,0,111175.09,0
967774002046,671,New Delhi,Male,28,8,119859.52,2,1,0,125422.66,0
249722819630,517,Mumbai,Male,28,2,114062.61,1,1,0,179056.23,0
987868459720,850,New Delhi,Female,40,7,104449.8,1,1,1,747.88,0
510694482435,685,New Delhi,Female,21,6,97956.5,1,1,1,164966.27,0
386600925739,698,Mumbai,Male,36,6,0.0,2,0,1,19231.98,0
727037732521,708,Bangalore,Male,40,8,83014.71,1,1,0,101089.76,0
126266500854,723,New Delhi,Female,28,5,91938.31,1,1,0,143481.85,0
837984827371,534,Mumbai,Male,24,1,0.0,1,1,1,169653.32,0
959092009099,659,Mumbai,Female,32,9,0.0,2,1,1,93145.75,0
292631779086,688,Mumbai,Male,40,6,0.0,1,1,1,47886.44,0
661420107546,677,Bangalore,Female,35,0,0.0,2,0,0,76637.38,0
226549742154,500,Mumbai,Female,34,6,0.0,1,1,1,140268.45,0
513141393454,652,Mumbai,Male,30,2,176166.56,2,1,1,142210.81,0
230718515034,744,Mumbai,Male,56,9,0.0,2,1,1,169498.61,0
113931852932,633,Bangalore,Female,39,2,0.0,2,0,0,191207.03,0
417690501281,588,New Delhi,Female,42,2,164307.77,1,1,0,48498.19,0
366118757776,705,Mumbai,Female,37,10,0.0,2,1,1,13935.53,1
624686653277,768,Mumbai,Female,28,3,109118.05,2,0,1,50911.41,0
404552691728,814,Bangalore,Female,38,2,48387.0,1,1,0,184796.84,0
357881820489,746,Mumbai,Male,25,9,0.0,2,0,1,88728.47,0
371722556194,727,Bangalore,Male,28,1,0.0,1,1,0,40357.39,0
208705260918,536,New Delhi,Female,35,4,121420.36,1,0,0,77178.42,0
737846938811,747,Mumbai,Male,41,5,0.0,2,1,1,22750.17,0
957335829367,678,Bangalore,Male,28,5,138668.18,1,1,1,54144.01,0
513677129934,560,Mumbai,Male,24,1,116084.32,1,1,0,89734.7,0
353385587018,607,Mumbai,Male,31,8,0.0,2,1,1,43196.5,0
635729371433,663,Bangalore,Female,33,8,122528.18,1,1,0,196260.3,0
421384366216,641,Mumbai,Female,35,4,0.0,2,0,0,125986.18,0
457351655910,642,New Delhi,Male,30,8,134497.27,1,0,0,43250.54,0
207302320191,731,Mumbai,Female,41,9,142243.57,1,1,1,88783.59,0
543622169648,655,Bangalore,Female,35,1,82231.51,2,1,0,88798.02,0
104302662450,700,Mumbai,Female,44,2,58781.76,1,1,0,16874.92,0
998867559618,576,New Delhi,Female,36,8,166287.85,1,1,1,23305.85,0
589549061042,751,Bangalore,Female,34,8,127095.14,2,0,0,479.54,0
938270452184,552,New Delhi,Male,33,3,144962.74,1,1,0,58844.84,1
774721183067,580,New Delhi,Male,38,9,114442.19,2,1,0,128481.5,1
797561338337,617,Bangalore,Male,50,7,0.0,1,1,0,184839.7,1
912998044008,657,Bangalore,Male,42,5,41473.33,1,1,0,112979.6,1
553244935424,570,Mumbai,Female,30,10,176173.52,1,1,0,97045.32,1
623231091736,845,New Delhi,Female,43,3,142063.59,2,1,0,97910.06,0
929776097877,496,New Delhi,Female,59,7,91680.1,2,1,0,163141.18,1
952775223744,609,New Delhi,Male,31,9,103837.75,1,1,1,140218.11,0
928286285286,760,New Delhi,Male,42,0,77992.97,2,1,1,97906.38,0
454448251233,809,Mumbai,Male,24,7,109558.36,1,1,0,183514.13,0
218152468179,426,Mumbai,Male,34,9,0.0,2,1,0,107876.91,0
792527035563,745,Bangalore,Male,34,7,132944.53,1,1,1,31802.92,0
942708153828,701,Mumbai,Female,34,3,105588.66,1,0,1,74694.41,0
997812294857,657,Bangalore,Male,36,8,188241.05,2,0,0,183058.51,1
583105140740,493,Mumbai,Female,36,5,148667.81,2,1,0,56092.51,0
507251382603,611,Bangalore,Male,52,7,0.0,1,0,1,73585.18,1
332964901663,776,New Delhi,Female,32,4,109421.13,2,1,1,126517.46,0
185605118660,588,Bangalore,Male,37,2,0.0,2,0,1,187816.59,0
369088642524,727,Bangalore,Male,38,2,62276.99,1,1,1,59280.79,0
109070139296,613,New Delhi,Male,38,9,126265.88,2,0,0,14859.95,0
615516866769,793,Bangalore,Male,63,0,0.0,2,0,1,27166.75,0
928715917998,681,New Delhi,Female,44,3,105206.7,2,1,1,163558.36,0
562490394312,687,Mumbai,Male,48,4,0.0,2,1,1,170893.85,0
594432957019,655,Mumbai,Female,39,6,94631.26,2,1,1,148948.52,0
970498219477,470,New Delhi,Male,39,5,117469.91,2,0,0,63705.9,0
751023829789,620,New Delhi,Female,25,8,141825.88,1,1,1,73857.94,1
798658922862,779,Bangalore,Male,33,3,0.0,2,1,0,30804.68,0
760945684750,778,Mumbai,Female,34,7,109564.1,1,0,1,113046.81,0
678694483971,669,Bangalore,Male,51,3,88827.53,1,0,0,85250.77,1
651108857700,768,Mumbai,Male,29,2,95984.69,2,1,1,73686.75,0
732429115810,651,Mumbai,Female,34,9,0.0,2,1,0,138113.71,0
265818336473,558,New Delhi,Female,36,0,126606.63,2,1,1,172363.52,0
472560926603,681,Mumbai,Female,58,8,93173.88,1,1,1,139761.25,0
513509702229,755,New Delhi,Male,43,6,165048.5,3,1,0,16929.41,1
288994688766,606,Bangalore,Male,42,10,0.0,2,1,0,177938.52,0
260681708499,683,Mumbai,Female,73,8,137732.23,2,1,1,133210.44,0
785705465665,744,New Delhi,Female,50,1,121498.11,2,0,1,106061.47,1
500699180572,630,Mumbai,Male,55,2,0.0,1,1,1,106202.07,1
731150011942,661,Mumbai,Female,41,1,0.0,2,0,1,131300.68,0
780558716898,636,New Delhi,Female,37,9,147098.52,1,1,1,143535.27,0
904721741426,692,Bangalore,Female,34,4,109699.08,1,1,1,37898.91,0
573369224474,631,Bangalore,Male,33,2,0.0,2,1,1,148268.84,0
297543278880,749,New Delhi,Female,32,7,79523.13,1,0,1,147648.12,0
283853280853,656,Mumbai,Male,37,2,0.0,2,0,1,67840.81,0
629439615205,563,Mumbai,Female,39,5,0.0,2,1,1,17603.81,0
657770824445,582,Mumbai,Male,41,1,40488.76,1,1,0,128528.83,0
839223466353,678,New Delhi,Male,49,2,116933.11,1,1,0,195053.58,1
282154533373,643,Mumbai,Male,37,6,0.0,2,0,0,142454.77,0
127343403594,358,Bangalore,Female,52,8,143542.36,3,1,0,141959.11,1
380842283455,464,Bangalore,Female,34,5,76001.57,1,1,1,148668.87,0
257316681896,507,Mumbai,Male,33,7,0.0,2,1,1,85411.01,0
449425642616,589,Mumbai,Male,38,4,0.0,1,1,0,95483.48,1
313496584002,554,New Delhi,Female,43,2,120847.11,1,1,0,7611.61,1
549304405904,607,Mumbai,Female,33,8,91301.72,1,0,1,130824.57,0
740151116019,522,New Delhi,Female,37,3,95022.57,1,1,1,129107.59,0
370253746342,568,Mumbai,Male,51,4,0.0,3,1,1,66586.56,0
388310882623,541,New Delhi,Female,39,9,100116.67,1,1,1,199808.1,1
668515853564,719,Mumbai,Female,37,9,101455.7,1,1,0,25803.59,1
342676498924,502,New Delhi,Female,40,7,117304.29,1,0,0,196278.32,0
842840434915,659,Bangalore,Female,38,9,0.0,2,1,1,35701.06,0
154771675791,850,Mumbai,Male,38,1,0.0,2,1,1,80006.65,0
526289635276,667,Bangalore,Male,38,1,87202.38,1,1,1,77866.91,0
611919448218,535,Mumbai,Female,29,5,0.0,2,0,1,52709.55,0
709051800719,551,Mumbai,Male,35,7,129717.3,2,0,0,86937.2,0
130623513444,820,Mumbai,Female,29,3,82344.84,1,0,1,114985.38,0
630131079710,684,Bangalore,Female,39,4,139723.9,1,1,1,120612.11,0
341516162328,557,Bangalore,Male,36,1,113110.26,1,1,0,98413.1,0
301064996693,609,New Delhi,Male,38,6,140752.06,2,0,1,171430.16,0
386041756144,505,Mumbai,Male,26,8,112972.57,1,1,0,145011.62,0
314960248842,777,New Delhi,Male,44,3,124655.59,2,0,1,79792.3,0
850364466046,607,New Delhi,Female,24,2,109483.54,2,0,1,127560.77,0
402159673749,649,Bangalore,Female,32,7,0.0,1,1,0,28797.32,0
855835724858,702,Mumbai,Male,37,10,140525.8,1,1,1,94728.49,0
860414308602,585,New Delhi,Female,39,7,165610.41,2,0,0,131852.01,0
579263655020,476,Mumbai,Male,37,4,0.0,1,1,1,55775.84,1
305045635162,536,Mumbai,Female,41,9,0.0,1,1,0,121299.14,0
519153914987,660,Mumbai,Male,34,8,106486.66,2,0,1,182262.66,0
695737220267,545,Mumbai,Female,26,1,0.0,2,1,1,199638.56,0
587166248356,586,Mumbai,Male,27,5,130231.8,2,1,1,192427.16,0
334594575196,667,Mumbai,Male,28,6,165798.1,1,1,0,147090.9,0
530533864003,653,Bangalore,Male,35,6,116662.96,2,1,1,23864.21,0
965680584686,686,Bangalore,Male,38,7,111484.88,1,1,1,76076.2,0
773227836421,521,Mumbai,Male,35,6,96423.84,1,1,0,10488.44,0
146977114752,730,Mumbai,Female,35,0,145470.55,1,1,1,53718.28,0
384964446028,519,New Delhi,Male,38,1,114141.64,1,1,1,60988.21,1
834343006011,728,Bangalore,Male,42,8,0.0,2,0,1,41823.22,0
938903235940,506,Mumbai,Male,36,5,0.0,2,1,0,164253.35,0
988867083289,600,New Delhi,Male,30,2,119755.0,1,1,1,21852.91,0
250157232064,412,Mumbai,Male,29,5,0.0,2,0,0,12510.53,0
387058112582,803,Mumbai,Female,65,2,141659.52,2,0,1,6930.17,0
961563477199,585,Mumbai,Female,39,7,0.0,2,1,0,2401.26,0
218428995140,591,Mumbai,Male,29,6,0.0,2,1,1,108684.65,0
497226413962,797,Mumbai,Male,24,5,0.0,2,1,0,182257.61,0
228559887156,606,Bangalore,Male,37,8,144712.58,2,1,0,89099.18,0
207589768988,579,Mumbai,Female,45,2,0.0,2,0,0,11414.39,0
156499962208,850,Mumbai,Male,32,4,0.0,1,1,1,180622.02,0
346834566161,506,Mumbai,Female,32,3,0.0,1,1,1,80823.02,0
996258601422,725,Mumbai,Male,41,7,113980.21,1,1,1,116704.25,0
813536755725,531,Bangalore,Male,70,1,0.0,2,0,0,99503.19,0
715426970264,714,Mumbai,Female,38,5,118590.41,1,1,1,5684.17,1
892689994363,675,New Delhi,Male,42,2,92616.64,2,1,0,8567.18,0
225772499730,583,Mumbai,Female,38,10,0.0,2,0,1,113597.64,0
819545216998,741,Bangalore,Male,25,4,0.0,2,1,1,73873.65,0
865357814654,546,New Delhi,Female,74,8,114888.74,2,1,1,66732.63,1
191432278399,565,New Delhi,Female,47,10,139756.12,1,1,0,165849.49,1
799065853256,681,Mumbai,Male,46,0,105969.42,1,1,0,5771.56,0
290577447802,518,Mumbai,Male,40,4,0.0,2,0,1,194416.58,0
780968491823,797,Mumbai,Male,32,10,114084.6,1,0,1,125782.29,0
306658534399,723,Mumbai,Female,49,4,0.0,2,0,1,89972.25,0
661561706104,684,New Delhi,Male,29,8,127269.75,1,0,1,79495.01,0
365934756109,478,Mumbai,Female,32,6,71187.24,1,1,1,110593.62,0
473242168281,784,Bangalore,Female,42,2,109052.04,2,1,0,6409.55,0
527440308039,521,New Delhi,Male,52,5,116497.31,3,0,0,53793.1,1
178710924030,850,Mumbai,Male,34,6,0.0,1,0,1,52796.31,0
175619605871,492,Mumbai,Female,28,9,0.0,2,1,0,95957.09,0
306726055129,686,Mumbai,Male,38,0,138131.34,1,0,1,114927.85,0
604706974628,732,Bangalore,Female,67,1,0.0,2,1,1,177783.04,0
870664419485,609,Bangalore,Female,43,6,86053.52,2,1,1,113276.46,1
125369294283,709,Mumbai,Male,32,4,147307.91,1,0,1,40861.55,0
470923842308,743,Mumbai,Male,32,9,0.0,2,1,0,175252.78,0
419385919699,642,Mumbai,Male,48,9,118317.27,4,0,0,78702.98,1
258215942650,594,New Delhi,Female,29,3,130830.22,1,1,0,61048.53,0
766362476996,594,Mumbai,Female,31,9,0.0,1,0,1,5719.11,0
884372231542,660,New Delhi,Female,23,6,166070.48,2,0,0,90494.72,0
192803993469,772,Mumbai,Male,23,2,0.0,2,1,0,18364.19,0
447591907721,833,Mumbai,Male,47,2,0.0,2,1,1,182247.77,0
471202075473,714,Mumbai,Female,31,3,110581.29,1,1,1,94714.24,0
310535063454,550,New Delhi,Male,36,2,113877.23,2,1,0,174921.91,0
937454807543,671,Mumbai,Male,45,2,106376.85,1,0,1,148264.62,0
491467802991,624,Mumbai,Male,36,6,0.0,2,0,0,84635.64,0
230791929409,525,Mumbai,Male,51,10,0.0,3,1,0,171045.35,1
651420253101,620,Mumbai,Female,29,1,138740.24,2,0,0,144700.61,0
162518249454,588,New Delhi,Male,49,6,132623.76,3,1,0,36292.94,1
783361768274,744,Mumbai,Female,39,6,0.0,1,0,0,10662.58,0
903536921716,758,Bangalore,Female,40,5,93499.82,2,0,0,123218.81,0
500957904349,754,New Delhi,Female,39,8,129401.87,1,1,1,87684.93,0
960315523017,649,Mumbai,Male,33,2,0.0,2,1,0,2010.98,0
460414646581,553,Mumbai,Female,31,4,0.0,2,1,1,89087.4,0
192923015749,651,Mumbai,Male,35,0,181821.96,2,0,1,36923.67,1
508064868317,605,Bangalore,Female,57,2,0.0,3,1,0,66652.75,1
589886710379,744,Bangalore,Female,46,1,0.0,3,1,1,177431.59,1
562758173298,531,New Delhi,Female,42,6,88324.31,2,1,0,75248.75,0
284230378667,695,Bangalore,Female,31,5,0.0,2,0,1,13998.88,0
396247956593,718,Mumbai,Female,49,10,0.0,1,1,0,184474.72,1
409013105857,672,Mumbai,Male,43,5,0.0,1,0,0,63833.09,0
644813409177,713,Mumbai,Male,46,5,0.0,1,1,1,55701.62,0
310110456223,642,Mumbai,Male,25,7,0.0,2,1,0,102083.78,0
618820388705,721,Mumbai,Female,37,1,0.0,2,1,0,70810.8,0
468357071230,574,Bangalore,Male,36,3,0.0,2,1,1,8559.66,0
863725562786,652,Bangalore,Female,42,3,83492.07,2,1,0,37914.12,0
